,short_position,GKDiving,Composure,Finishing,Vision,Strength,Stamina,Jumping,ShotPower,Reactions,Agility,Dribbling,HeadingAccuracy
2937,midfield,8.0,75.0,26.0,67.0,73.0,72.0,72.0,46.0,66.0,46.0,66.0,67.0
2938,front,9.0,73.0,75.0,54.0,84.0,43.0,54.0,79.0,77.0,59.0,70.0,64.0
2939,goalkeeper,75.0,66.0,11.0,41.0,78.0,25.0,62.0,24.0,65.0,58.0,20.0,20.0
2940,goalkeeper,75.0,47.0,14.0,45.0,69.0,31.0,79.0,15.0,71.0,64.0,14.0,10.0
2941,midfield,14.0,69.0,66.0,66.0,73.0,72.0,38.0,76.0,73.0,80.0,74.0,62.0
2942,back,13.0,62.0,22.0,20.0,91.0,72.0,33.0,52.0,67.0,34.0,35.0,84.0
2943,back,10.0,72.0,38.0,53.0,66.0,78.0,78.0,67.0,71.0,73.0,68.0,57.0
2944,front,10.0,72.0,65.0,74.0,46.0,64.0,50.0,47.0,70.0,87.0,76.0,46.0
2945,midfield,7.0,65.0,32.0,61.0,64.0,92.0,67.0,63.0,72.0,71.0,57.0,53.0
2946,front,8.0,67.0,74.0,68.0,80.0,68.0,70.0,80.0,65.0,77.0,68.0,76.0
2947,back,6.0,71.0,43.0,43.0,86.0,76.0,90.0,54.0,65.0,67.0,52.0,76.0
2948,midfield,10.0,73.0,53.0,56.0,78.0,86.0,52.0,81.0,66.0,59.0,62.0,65.0
2949,goalkeeper,71.0,52.0,15.0,20.0,67.0,43.0,71.0,52.0,73.0,68.0,13.0,12.0
2950,midfield,8.0,68.0,53.0,59.0,68.0,77.0,82.0,72.0,73.0,68.0,67.0,68.0
2951,goalkeeper,78.0,55.0,18.0,47.0,42.0,30.0,80.0,43.0,76.0,50.0,15.0,11.0
2952,back,15.0,68.0,35.0,50.0,66.0,77.0,53.0,69.0,70.0,71.0,68.0,66.0
2953,midfield,13.0,70.0,69.0,72.0,78.0,91.0,90.0,67.0,72.0,73.0,69.0,72.0
2954,front,5.0,78.0,80.0,58.0,67.0,58.0,93.0,65.0,68.0,71.0,65.0,81.0
2955,midfield,14.0,70.0,63.0,78.0,57.0,69.0,57.0,70.0,70.0,66.0,73.0,53.0
2956,front,7.0,75.0,78.0,65.0,69.0,69.0,76.0,69.0,68.0,73.0,67.0,72.0
2957,goalkeeper,72.0,56.0,5.0,35.0,67.0,17.0,36.0,18.0,73.0,48.0,13.0,10.0
2958,back,5.0,62.0,39.0,43.0,92.0,60.0,70.0,72.0,70.0,62.0,39.0,72.0
2959,midfield,12.0,69.0,40.0,75.0,64.0,67.0,61.0,73.0,71.0,61.0,71.0,60.0
2960,midfield,15.0,62.0,64.0,69.0,41.0,80.0,57.0,64.0,68.0,91.0,78.0,47.0
2961,midfield,11.0,71.0,68.0,74.0,68.0,70.0,83.0,72.0,67.0,83.0,77.0,68.0
2962,midfield,7.0,66.0,65.0,75.0,64.0,66.0,72.0,65.0,71.0,77.0,74.0,54.0
2963,front,12.0,59.0,74.0,69.0,71.0,78.0,83.0,76.0,77.0,74.0,71.0,65.0
2964,midfield,8.0,68.0,69.0,72.0,49.0,65.0,60.0,75.0,64.0,75.0,75.0,52.0
2965,front,8.0,61.0,74.0,50.0,63.0,74.0,69.0,70.0,73.0,78.0,79.0,61.0
2966,back,5.0,68.0,40.0,42.0,69.0,78.0,67.0,62.0,76.0,70.0,64.0,64.0
2967,back,11.0,66.0,34.0,50.0,76.0,72.0,85.0,57.0,65.0,69.0,63.0,74.0
2968,midfield,16.0,82.0,61.0,75.0,67.0,54.0,37.0,75.0,74.0,57.0,68.0,63.0
2969,back,7.0,62.0,29.0,57.0,65.0,77.0,79.0,37.0,69.0,73.0,73.0,64.0
2970,midfield,6.0,62.0,54.0,69.0,64.0,69.0,80.0,76.0,69.0,83.0,77.0,67.0
2971,midfield,14.0,64.0,76.0,69.0,81.0,88.0,82.0,81.0,77.0,62.0,64.0,74.0
2972,midfield,13.0,65.0,58.0,72.0,58.0,72.0,59.0,50.0,73.0,50.0,46.0,40.0
2973,midfield,15.0,67.0,59.0,74.0,48.0,72.0,63.0,70.0,69.0,82.0,73.0,38.0
2974,midfield,15.0,65.0,69.0,71.0,70.0,77.0,49.0,82.0,67.0,76.0,74.0,49.0
2975,goalkeeper,73.0,53.0,14.0,51.0,63.0,30.0,67.0,24.0,68.0,37.0,14.0,12.0
2976,back,13.0,60.0,44.0,44.0,82.0,71.0,53.0,68.0,68.0,52.0,59.0,76.0
2977,goalkeeper,77.0,23.0,12.0,49.0,74.0,36.0,61.0,23.0,63.0,39.0,12.0,15.0
2978,back,11.0,73.0,30.0,61.0,70.0,85.0,83.0,60.0,71.0,82.0,69.0,57.0
2979,back,15.0,62.0,55.0,62.0,76.0,75.0,80.0,69.0,67.0,66.0,69.0,76.0
2980,back,16.0,66.0,33.0,51.0,75.0,77.0,68.0,65.0,73.0,66.0,65.0,70.0
2981,front,10.0,72.0,71.0,52.0,77.0,66.0,92.0,83.0,72.0,69.0,71.0,74.0
2982,front,10.0,71.0,73.0,59.0,79.0,75.0,61.0,72.0,76.0,47.0,64.0,75.0
2983,back,13.0,65.0,54.0,63.0,84.0,78.0,62.0,69.0,67.0,55.0,64.0,73.0
2984,goalkeeper,75.0,58.0,12.0,57.0,77.0,55.0,55.0,25.0,70.0,38.0,28.0,15.0
2985,midfield,9.0,76.0,54.0,73.0,73.0,69.0,65.0,68.0,70.0,67.0,77.0,58.0
2986,back,10.0,71.0,39.0,54.0,83.0,72.0,77.0,43.0,66.0,56.0,64.0,73.0
2987,midfield,10.0,70.0,64.0,72.0,72.0,75.0,60.0,80.0,73.0,59.0,62.0,52.0
2988,front,13.0,72.0,74.0,63.0,87.0,67.0,74.0,76.0,74.0,55.0,69.0,83.0
2989,back,14.0,69.0,52.0,63.0,67.0,66.0,67.0,67.0,70.0,72.0,75.0,60.0
2990,midfield,13.0,71.0,49.0,70.0,77.0,80.0,74.0,76.0,66.0,70.0,75.0,65.0
2991,back,13.0,70.0,32.0,58.0,78.0,74.0,76.0,48.0,68.0,65.0,62.0,74.0
2992,back,16.0,69.0,33.0,43.0,75.0,64.0,91.0,35.0,71.0,56.0,42.0,73.0
2993,back,11.0,70.0,23.0,57.0,67.0,67.0,75.0,40.0,73.0,68.0,61.0,72.0
2994,midfield,7.0,75.0,66.0,78.0,67.0,66.0,30.0,70.0,74.0,69.0,72.0,58.0
2995,back,10.0,66.0,36.0,56.0,73.0,74.0,83.0,60.0,69.0,65.0,53.0,71.0
2996,front,12.0,67.0,72.0,73.0,44.0,69.0,84.0,65.0,71.0,85.0,77.0,58.0
2997,back,7.0,64.0,63.0,63.0,76.0,91.0,84.0,66.0,72.0,84.0,71.0,58.0
2998,front,8.0,68.0,74.0,54.0,77.0,68.0,73.0,76.0,72.0,67.0,67.0,72.0
2999,back,12.0,71.0,62.0,68.0,72.0,77.0,74.0,72.0,73.0,75.0,72.0,57.0
3000,goalkeeper,74.0,62.0,13.0,48.0,76.0,34.0,45.0,24.0,74.0,54.0,21.0,11.0
3001,midfield,14.0,82.0,54.0,78.0,76.0,78.0,68.0,75.0,70.0,68.0,65.0,42.0
3002,back,13.0,74.0,30.0,49.0,77.0,54.0,85.0,53.0,66.0,63.0,46.0,75.0
3003,midfield,9.0,78.0,69.0,67.0,75.0,73.0,67.0,75.0,75.0,55.0,69.0,69.0
3004,goalkeeper,75.0,45.0,13.0,39.0,64.0,33.0,65.0,21.0,74.0,46.0,14.0,19.0
3005,midfield,16.0,68.0,73.0,66.0,64.0,74.0,83.0,78.0,67.0,82.0,76.0,64.0
3006,midfield,3.0,76.0,72.0,67.0,66.0,64.0,75.0,72.0,72.0,79.0,76.0,41.0
3007,back,6.0,69.0,23.0,41.0,85.0,67.0,70.0,53.0,67.0,34.0,37.0,76.0
3008,midfield,6.0,70.0,68.0,71.0,49.0,73.0,57.0,78.0,69.0,88.0,78.0,48.0
3009,back,6.0,73.0,42.0,64.0,85.0,79.0,44.0,55.0,71.0,48.0,57.0,76.0
3010,midfield,14.0,68.0,73.0,70.0,54.0,61.0,70.0,66.0,69.0,75.0,72.0,52.0
3011,back,6.0,74.0,67.0,67.0,48.0,75.0,56.0,76.0,69.0,80.0,72.0,53.0
3012,goalkeeper,75.0,35.0,16.0,22.0,61.0,30.0,58.0,22.0,68.0,44.0,11.0,16.0
3013,midfield,10.0,62.0,72.0,67.0,57.0,59.0,65.0,79.0,62.0,82.0,76.0,41.0
3014,midfield,7.0,67.0,68.0,72.0,68.0,83.0,44.0,74.0,65.0,82.0,78.0,56.0
3015,midfield,8.0,63.0,69.0,61.0,77.0,62.0,80.0,80.0,68.0,68.0,77.0,64.0
3016,back,10.0,65.0,32.0,49.0,80.0,78.0,85.0,48.0,68.0,70.0,58.0,75.0
3017,front,11.0,72.0,75.0,65.0,84.0,66.0,57.0,71.0,70.0,48.0,65.0,76.0
3018,midfield,11.0,63.0,75.0,64.0,57.0,59.0,70.0,71.0,72.0,78.0,77.0,72.0
3019,midfield,13.0,74.0,74.0,76.0,79.0,74.0,78.0,79.0,75.0,66.0,70.0,78.0
3020,midfield,6.0,67.0,39.0,69.0,77.0,79.0,64.0,73.0,68.0,63.0,55.0,54.0
3021,front,8.0,61.0,74.0,58.0,85.0,73.0,75.0,70.0,65.0,63.0,71.0,76.0
3022,back,5.0,74.0,45.0,48.0,78.0,77.0,77.0,71.0,74.0,68.0,61.0,68.0
3023,back,8.0,65.0,45.0,53.0,67.0,74.0,69.0,79.0,70.0,74.0,65.0,71.0
3024,back,5.0,59.0,28.0,33.0,90.0,65.0,65.0,53.0,67.0,45.0,56.0,65.0
3025,midfield,11.0,65.0,63.0,75.0,60.0,51.0,53.0,70.0,69.0,75.0,78.0,59.0
3026,midfield,16.0,84.0,62.0,81.0,66.0,33.0,44.0,75.0,82.0,68.0,65.0,62.0
3027,back,7.0,69.0,42.0,58.0,66.0,80.0,68.0,77.0,72.0,68.0,70.0,58.0
3028,goalkeeper,74.0,31.0,19.0,55.0,64.0,32.0,62.0,24.0,66.0,48.0,19.0,23.0
3029,midfield,14.0,64.0,60.0,50.0,72.0,78.0,72.0,68.0,63.0,63.0,59.0,65.0
3030,midfield,12.0,70.0,58.0,73.0,78.0,83.0,74.0,68.0,73.0,60.0,65.0,64.0
3031,front,8.0,60.0,77.0,59.0,59.0,53.0,73.0,71.0,69.0,77.0,71.0,74.0
3032,back,15.0,65.0,35.0,64.0,77.0,66.0,90.0,62.0,71.0,62.0,47.0,66.0
3033,midfield,12.0,74.0,66.0,67.0,73.0,77.0,59.0,66.0,72.0,80.0,71.0,68.0
3034,midfield,15.0,64.0,65.0,54.0,58.0,73.0,65.0,68.0,69.0,84.0,78.0,56.0
3035,midfield,9.0,71.0,52.0,71.0,63.0,74.0,81.0,64.0,76.0,68.0,71.0,73.0
3036,midfield,6.0,65.0,70.0,68.0,55.0,84.0,75.0,71.0,72.0,87.0,74.0,52.0
3037,back,14.0,57.0,29.0,34.0,90.0,77.0,68.0,49.0,61.0,32.0,33.0,80.0
3038,midfield,15.0,81.0,57.0,78.0,43.0,41.0,61.0,72.0,63.0,70.0,78.0,43.0
3039,front,14.0,63.0,73.0,73.0,61.0,68.0,63.0,77.0,71.0,79.0,72.0,57.0
3040,midfield,14.0,74.0,47.0,69.0,77.0,76.0,67.0,73.0,69.0,67.0,67.0,64.0
3041,back,12.0,65.0,46.0,62.0,73.0,84.0,80.0,58.0,70.0,66.0,75.0,59.0
3042,midfield,8.0,70.0,65.0,71.0,77.0,87.0,77.0,75.0,67.0,77.0,75.0,57.0
3043,back,6.0,70.0,32.0,31.0,78.0,66.0,32.0,42.0,68.0,34.0,46.0,78.0
3044,back,14.0,66.0,44.0,56.0,70.0,79.0,71.0,63.0,68.0,71.0,72.0,64.0
3045,front,10.0,70.0,75.0,67.0,85.0,80.0,72.0,76.0,71.0,53.0,65.0,80.0
3046,midfield,8.0,84.0,49.0,87.0,50.0,32.0,32.0,71.0,70.0,68.0,73.0,44.0
3047,goalkeeper,77.0,61.0,11.0,42.0,52.0,44.0,38.0,26.0,69.0,31.0,16.0,18.0
3048,midfield,6.0,67.0,72.0,69.0,66.0,72.0,67.0,59.0,78.0,67.0,72.0,71.0
3049,back,7.0,63.0,27.0,27.0,83.0,72.0,82.0,40.0,70.0,40.0,40.0,72.0
3050,back,9.0,68.0,26.0,55.0,81.0,78.0,60.0,59.0,68.0,56.0,30.0,74.0
3051,back,9.0,72.0,65.0,59.0,76.0,80.0,71.0,75.0,70.0,68.0,67.0,58.0
3052,goalkeeper,72.0,58.0,6.0,70.0,60.0,25.0,52.0,17.0,64.0,62.0,18.0,13.0
3053,back,13.0,68.0,31.0,36.0,90.0,67.0,68.0,44.0,69.0,46.0,36.0,72.0
3054,midfield,11.0,73.0,69.0,72.0,69.0,76.0,64.0,69.0,68.0,67.0,70.0,48.0
3055,back,12.0,75.0,48.0,53.0,83.0,67.0,77.0,74.0,67.0,60.0,48.0,74.0
3056,front,12.0,62.0,75.0,38.0,76.0,72.0,82.0,76.0,67.0,74.0,71.0,68.0
3057,back,16.0,63.0,20.0,44.0,90.0,62.0,45.0,56.0,70.0,31.0,37.0,75.0
3058,front,14.0,70.0,80.0,68.0,68.0,64.0,72.0,70.0,69.0,73.0,68.0,70.0
3059,goalkeeper,76.0,49.0,16.0,20.0,52.0,43.0,68.0,23.0,69.0,57.0,21.0,21.0
3060,goalkeeper,74.0,59.0,18.0,56.0,69.0,29.0,46.0,25.0,79.0,36.0,19.0,11.0
3061,midfield,16.0,75.0,63.0,60.0,79.0,79.0,32.0,86.0,73.0,62.0,76.0,51.0
3062,midfield,9.0,54.0,63.0,74.0,71.0,69.0,53.0,68.0,73.0,73.0,74.0,42.0
3063,midfield,16.0,70.0,70.0,66.0,80.0,66.0,67.0,80.0,65.0,75.0,73.0,67.0
3064,midfield,8.0,68.0,67.0,73.0,54.0,75.0,42.0,72.0,70.0,86.0,75.0,45.0
3065,midfield,6.0,73.0,48.0,68.0,69.0,89.0,72.0,83.0,70.0,66.0,70.0,59.0
3066,midfield,9.0,64.0,60.0,73.0,77.0,79.0,75.0,72.0,66.0,78.0,75.0,59.0
3067,midfield,8.0,68.0,67.0,74.0,69.0,68.0,55.0,67.0,73.0,75.0,72.0,55.0
3068,back,6.0,72.0,34.0,45.0,78.0,51.0,76.0,59.0,63.0,54.0,46.0,73.0
3069,back,8.0,68.0,40.0,69.0,73.0,76.0,70.0,80.0,69.0,60.0,72.0,72.0
3070,midfield,8.0,70.0,64.0,70.0,66.0,77.0,71.0,73.0,70.0,72.0,72.0,55.0
3071,front,13.0,72.0,75.0,63.0,80.0,75.0,74.0,70.0,71.0,68.0,68.0,71.0
3072,midfield,14.0,63.0,68.0,71.0,47.0,77.0,49.0,71.0,75.0,82.0,74.0,52.0
3073,back,11.0,72.0,38.0,55.0,79.0,51.0,83.0,36.0,65.0,52.0,52.0,74.0
3074,back,13.0,71.0,41.0,55.0,83.0,74.0,82.0,68.0,67.0,54.0,55.0,69.0
3075,back,7.0,65.0,52.0,63.0,68.0,79.0,55.0,81.0,65.0,66.0,66.0,59.0
3076,front,14.0,71.0,76.0,73.0,73.0,74.0,55.0,76.0,67.0,62.0,72.0,65.0
3077,back,13.0,59.0,57.0,63.0,60.0,82.0,66.0,60.0,68.0,82.0,72.0,55.0
3078,midfield,13.0,73.0,54.0,72.0,68.0,84.0,39.0,59.0,73.0,80.0,75.0,58.0
3079,back,5.0,66.0,20.0,38.0,79.0,59.0,71.0,57.0,68.0,51.0,54.0,68.0
3080,midfield,8.0,75.0,43.0,69.0,59.0,78.0,61.0,72.0,76.0,67.0,67.0,54.0
3081,midfield,7.0,76.0,62.0,73.0,52.0,62.0,45.0,69.0,74.0,84.0,75.0,38.0
3082,front,3.0,78.0,69.0,74.0,52.0,74.0,73.0,66.0,80.0,93.0,77.0,49.0
3083,front,8.0,68.0,73.0,50.0,81.0,52.0,80.0,83.0,71.0,52.0,64.0,75.0
3084,back,12.0,58.0,50.0,44.0,79.0,70.0,75.0,65.0,65.0,55.0,44.0,76.0
3085,back,8.0,63.0,32.0,42.0,84.0,73.0,74.0,65.0,63.0,57.0,61.0,68.0
3086,midfield,14.0,71.0,68.0,59.0,58.0,75.0,51.0,80.0,72.0,83.0,76.0,43.0
3087,midfield,13.0,59.0,66.0,71.0,66.0,87.0,54.0,63.0,64.0,72.0,76.0,54.0
3088,goalkeeper,77.0,53.0,12.0,30.0,53.0,27.0,52.0,26.0,65.0,40.0,14.0,20.0
3089,goalkeeper,70.0,56.0,9.0,53.0,63.0,26.0,56.0,13.0,61.0,38.0,14.0,19.0
3090,midfield,8.0,75.0,69.0,75.0,66.0,73.0,56.0,72.0,67.0,83.0,81.0,47.0
3091,back,9.0,67.0,28.0,53.0,87.0,71.0,72.0,64.0,67.0,36.0,47.0,72.0
3092,midfield,8.0,70.0,74.0,69.0,65.0,74.0,64.0,72.0,69.0,78.0,74.0,55.0
3093,front,10.0,74.0,72.0,78.0,54.0,68.0,79.0,69.0,68.0,90.0,72.0,60.0
3094,midfield,9.0,60.0,70.0,72.0,64.0,81.0,55.0,69.0,71.0,81.0,74.0,58.0
3095,midfield,10.0,73.0,49.0,64.0,75.0,64.0,52.0,63.0,70.0,45.0,59.0,60.0
3096,goalkeeper,71.0,65.0,12.0,60.0,59.0,28.0,72.0,24.0,74.0,32.0,18.0,14.0
3097,front,7.0,72.0,73.0,76.0,73.0,76.0,75.0,74.0,71.0,75.0,71.0,70.0
3098,midfield,15.0,62.0,65.0,75.0,59.0,77.0,65.0,58.0,62.0,65.0,75.0,49.0
3099,midfield,15.0,73.0,59.0,72.0,76.0,84.0,62.0,73.0,76.0,66.0,71.0,51.0
3100,midfield,10.0,67.0,66.0,78.0,69.0,73.0,63.0,72.0,68.0,73.0,73.0,66.0
3101,goalkeeper,74.0,60.0,12.0,52.0,60.0,18.0,59.0,18.0,70.0,61.0,11.0,14.0
3102,back,10.0,65.0,49.0,55.0,78.0,64.0,82.0,37.0,67.0,59.0,56.0,73.0
3103,back,14.0,80.0,59.0,67.0,84.0,86.0,81.0,70.0,72.0,78.0,58.0,70.0
3104,back,12.0,65.0,68.0,66.0,44.0,78.0,70.0,69.0,77.0,89.0,76.0,52.0
3105,goalkeeper,72.0,35.0,14.0,32.0,69.0,29.0,59.0,24.0,69.0,37.0,16.0,17.0
3106,back,10.0,66.0,52.0,54.0,76.0,39.0,84.0,62.0,66.0,41.0,50.0,73.0
3107,midfield,7.0,73.0,67.0,76.0,65.0,69.0,64.0,77.0,74.0,67.0,69.0,46.0
3108,midfield,12.0,70.0,64.0,72.0,62.0,71.0,64.0,76.0,80.0,74.0,70.0,59.0
3109,back,9.0,76.0,40.0,50.0,75.0,61.0,66.0,77.0,72.0,65.0,68.0,68.0
3110,back,14.0,65.0,28.0,34.0,82.0,66.0,75.0,52.0,64.0,55.0,36.0,75.0
3111,back,15.0,62.0,50.0,65.0,60.0,85.0,75.0,74.0,69.0,68.0,72.0,60.0
3112,midfield,12.0,65.0,35.0,77.0,71.0,76.0,90.0,67.0,58.0,71.0,73.0,73.0
3113,midfield,12.0,72.0,58.0,74.0,70.0,74.0,72.0,72.0,67.0,75.0,76.0,41.0
3114,midfield,13.0,71.0,65.0,71.0,70.0,74.0,65.0,66.0,65.0,69.0,77.0,61.0
3115,goalkeeper,75.0,52.0,14.0,38.0,40.0,22.0,60.0,20.0,59.0,39.0,15.0,11.0
3116,front,6.0,65.0,71.0,75.0,64.0,46.0,60.0,70.0,70.0,77.0,79.0,64.0
3117,midfield,9.0,70.0,68.0,64.0,44.0,63.0,72.0,70.0,65.0,91.0,77.0,38.0
3118,midfield,12.0,75.0,38.0,81.0,66.0,65.0,58.0,55.0,68.0,58.0,63.0,48.0
3119,midfield,7.0,67.0,72.0,68.0,67.0,67.0,55.0,76.0,67.0,72.0,72.0,56.0
3120,midfield,10.0,69.0,70.0,76.0,64.0,65.0,88.0,74.0,72.0,77.0,75.0,73.0
3121,midfield,9.0,71.0,58.0,69.0,60.0,71.0,63.0,75.0,69.0,85.0,74.0,51.0
3122,back,12.0,66.0,44.0,60.0,46.0,78.0,74.0,52.0,66.0,83.0,74.0,47.0
3123,back,13.0,71.0,31.0,45.0,68.0,75.0,75.0,49.0,68.0,73.0,71.0,61.0
3124,front,9.0,64.0,73.0,70.0,73.0,79.0,78.0,72.0,72.0,72.0,72.0,68.0
3125,back,6.0,53.0,18.0,25.0,77.0,63.0,73.0,43.0,68.0,30.0,24.0,73.0
3126,back,16.0,68.0,43.0,65.0,74.0,78.0,78.0,59.0,70.0,70.0,52.0,73.0
3127,midfield,9.0,70.0,71.0,70.0,51.0,63.0,59.0,73.0,69.0,79.0,75.0,56.0
3128,back,6.0,75.0,22.0,25.0,79.0,32.0,74.0,69.0,70.0,30.0,52.0,73.0
3129,back,9.0,64.0,37.0,33.0,80.0,53.0,66.0,59.0,71.0,48.0,55.0,76.0
3130,midfield,10.0,67.0,66.0,60.0,55.0,73.0,33.0,77.0,67.0,86.0,83.0,50.0
3131,midfield,9.0,73.0,66.0,73.0,43.0,61.0,53.0,72.0,78.0,84.0,76.0,38.0
3132,midfield,16.0,65.0,68.0,72.0,66.0,57.0,64.0,71.0,75.0,73.0,79.0,60.0
3133,back,11.0,69.0,38.0,67.0,74.0,73.0,63.0,70.0,71.0,69.0,70.0,68.0
3134,midfield,13.0,68.0,57.0,81.0,70.0,78.0,68.0,55.0,71.0,66.0,67.0,45.0
3135,goalkeeper,75.0,36.0,14.0,35.0,57.0,34.0,61.0,36.0,73.0,50.0,14.0,16.0
3136,midfield,6.0,70.0,63.0,73.0,55.0,66.0,67.0,62.0,65.0,84.0,77.0,46.0
3137,goalkeeper,72.0,55.0,13.0,51.0,79.0,37.0,58.0,12.0,73.0,38.0,14.0,18.0
3138,midfield,11.0,70.0,43.0,64.0,65.0,88.0,71.0,47.0,74.0,74.0,58.0,59.0
3139,midfield,7.0,70.0,58.0,78.0,56.0,71.0,60.0,66.0,68.0,87.0,79.0,59.0
3140,back,9.0,63.0,52.0,59.0,81.0,65.0,68.0,74.0,69.0,51.0,62.0,68.0
3141,midfield,6.0,82.0,64.0,71.0,78.0,76.0,67.0,75.0,69.0,64.0,73.0,64.0
3142,front,9.0,84.0,74.0,75.0,71.0,68.0,68.0,70.0,66.0,68.0,70.0,76.0
3143,back,12.0,67.0,45.0,59.0,68.0,73.0,73.0,68.0,70.0,71.0,64.0,70.0
3144,goalkeeper,72.0,36.0,15.0,52.0,63.0,30.0,54.0,23.0,73.0,57.0,14.0,12.0
3145,back,14.0,58.0,30.0,45.0,79.0,67.0,71.0,52.0,64.0,64.0,57.0,70.0
3146,midfield,7.0,75.0,66.0,73.0,40.0,68.0,41.0,71.0,69.0,83.0,82.0,33.0
3147,back,15.0,73.0,30.0,49.0,85.0,72.0,69.0,54.0,66.0,45.0,52.0,68.0
3148,midfield,12.0,72.0,65.0,70.0,59.0,34.0,32.0,69.0,68.0,76.0,82.0,57.0
3149,midfield,11.0,84.0,38.0,69.0,60.0,88.0,83.0,42.0,77.0,93.0,69.0,44.0
3150,front,10.0,68.0,72.0,69.0,73.0,73.0,67.0,76.0,69.0,62.0,65.0,77.0
3151,goalkeeper,73.0,34.0,11.0,38.0,76.0,34.0,66.0,18.0,72.0,41.0,11.0,16.0
3152,midfield,9.0,65.0,75.0,65.0,65.0,70.0,73.0,70.0,69.0,85.0,74.0,56.0
3153,back,13.0,65.0,52.0,56.0,58.0,78.0,86.0,68.0,70.0,85.0,70.0,55.0
3154,midfield,16.0,78.0,69.0,71.0,75.0,69.0,74.0,77.0,76.0,79.0,71.0,75.0
3155,midfield,15.0,75.0,54.0,75.0,41.0,75.0,46.0,55.0,65.0,88.0,87.0,35.0
3156,back,6.0,66.0,57.0,62.0,62.0,80.0,69.0,78.0,68.0,79.0,73.0,60.0
3157,midfield,6.0,67.0,72.0,69.0,66.0,75.0,89.0,73.0,71.0,90.0,71.0,63.0
3158,midfield,11.0,73.0,59.0,76.0,55.0,76.0,43.0,65.0,65.0,89.0,78.0,44.0
3159,front,8.0,62.0,77.0,49.0,82.0,64.0,60.0,72.0,69.0,53.0,63.0,80.0
3160,front,9.0,78.0,71.0,65.0,73.0,72.0,91.0,70.0,72.0,74.0,68.0,78.0
3161,midfield,13.0,73.0,59.0,67.0,84.0,67.0,57.0,78.0,72.0,47.0,55.0,71.0
3162,back,14.0,64.0,66.0,69.0,60.0,77.0,74.0,75.0,70.0,76.0,75.0,52.0
3163,back,11.0,72.0,43.0,59.0,80.0,77.0,87.0,64.0,75.0,63.0,43.0,74.0
3164,midfield,6.0,70.0,64.0,61.0,66.0,87.0,90.0,68.0,73.0,77.0,63.0,65.0
3165,midfield,13.0,73.0,70.0,59.0,39.0,79.0,82.0,69.0,70.0,88.0,76.0,65.0
3166,midfield,10.0,73.0,65.0,71.0,58.0,60.0,57.0,75.0,69.0,91.0,78.0,60.0
3167,front,8.0,65.0,74.0,71.0,60.0,83.0,72.0,67.0,75.0,87.0,74.0,63.0
3168,midfield,7.0,70.0,65.0,63.0,38.0,84.0,67.0,69.0,70.0,84.0,77.0,40.0
3169,goalkeeper,73.0,39.0,12.0,60.0,52.0,28.0,32.0,10.0,73.0,41.0,10.0,16.0
3170,back,13.0,70.0,43.0,49.0,77.0,68.0,80.0,61.0,73.0,58.0,47.0,66.0
3171,back,7.0,70.0,40.0,38.0,76.0,53.0,78.0,60.0,68.0,59.0,50.0,71.0
3172,midfield,14.0,65.0,67.0,64.0,50.0,71.0,43.0,63.0,68.0,91.0,77.0,49.0
3173,midfield,14.0,66.0,71.0,70.0,45.0,72.0,69.0,74.0,60.0,77.0,78.0,47.0
3174,midfield,11.0,66.0,54.0,68.0,71.0,77.0,73.0,56.0,71.0,69.0,65.0,60.0
3175,midfield,11.0,65.0,57.0,64.0,72.0,71.0,73.0,70.0,71.0,73.0,66.0,68.0
3176,front,15.0,70.0,77.0,64.0,81.0,70.0,65.0,72.0,72.0,63.0,65.0,75.0
3177,midfield,12.0,69.0,63.0,76.0,60.0,73.0,66.0,72.0,68.0,53.0,73.0,55.0
3178,midfield,10.0,64.0,48.0,60.0,75.0,82.0,62.0,77.0,71.0,59.0,65.0,66.0
3179,back,9.0,63.0,48.0,62.0,82.0,78.0,82.0,81.0,65.0,72.0,65.0,76.0
3180,front,12.0,74.0,75.0,76.0,66.0,66.0,66.0,73.0,73.0,74.0,74.0,54.0
3181,midfield,13.0,67.0,68.0,72.0,42.0,69.0,57.0,62.0,65.0,85.0,76.0,42.0
3182,back,6.0,58.0,35.0,35.0,85.0,80.0,85.0,33.0,67.0,66.0,42.0,72.0
3183,midfield,12.0,64.0,74.0,64.0,51.0,63.0,65.0,72.0,63.0,88.0,85.0,49.0
3184,midfield,12.0,71.0,69.0,63.0,69.0,70.0,72.0,76.0,71.0,77.0,75.0,67.0
3185,midfield,13.0,73.0,68.0,75.0,34.0,72.0,32.0,74.0,77.0,87.0,74.0,50.0
3186,midfield,6.0,71.0,56.0,76.0,32.0,78.0,64.0,73.0,70.0,91.0,71.0,42.0
3187,back,7.0,65.0,41.0,54.0,82.0,61.0,78.0,53.0,71.0,54.0,45.0,71.0
3188,midfield,15.0,75.0,62.0,69.0,55.0,75.0,83.0,70.0,70.0,87.0,76.0,50.0
3189,midfield,7.0,62.0,56.0,75.0,74.0,78.0,87.0,65.0,73.0,87.0,71.0,48.0
3190,midfield,6.0,64.0,71.0,74.0,53.0,69.0,44.0,71.0,68.0,74.0,77.0,41.0
3191,back,13.0,62.0,40.0,53.0,68.0,85.0,58.0,41.0,74.0,66.0,52.0,40.0
